197,3000000,Multi-Family (2-4 Unit),4,3.0,San Francisco,94114,3850 23rd St
198,998000,Condo/Co-op,1,1.0,San Francisco,94108,1177 California St #1012
199,678000,Condo/Co-op,1,1.0,San Francisco,94109,1 Daniel Burnham Ct #206
200,950000,Multi-Family (2-4 Unit),3,,San Francisco,94110,160 - 162 Lexington St
201,1595000,Condo/Co-op,2,2.0,San Francisco,94104,690 Market St #1703
202,2500000,Multi-Family (5+ Unit),0,,San Francisco,94110,711 Guerrero St
203,445000,Condo/Co-op,0,1.0,San Francisco,94109,1145 Pine St #43
204,780000,Condo/Co-op,2,2.0,San Francisco,94131,96 Malta Dr
205,1850000,Multi-Family (2-4 Unit),2,2.0,San Francisco,94110,341 - 343 Lexington St
206,1999000,Condo/Co-op,4,3.0,San Francisco,94114,20 Hancock St Unit A
207,725000,Condo/Co-op,0,1.0,San Francisco,94102,960 Market St #214
208,699000,Condo/Co-op,0,1.0,San Francisco,94102,960 Market St #221
209,499000,Condo/Co-op,0,1.0,San Francisco,94102,960 Market St #204
210,2288888,Multi-Family (2-4 Unit),4,2.0,San Francisco,94114,15-17 States St
211,849000,Condo/Co-op,1,1.0,San Francisco,94133,55 Vandewater St #7
212,799000,Single Family Residential,3,1.0,San Francisco,94112,273 Vienna St
213,795000,Condo/Co-op,1,1.0,San Francisco,94118,2001 Mcallister St #243
214,980000,Multi-Family (2-4 Unit),4,2.0,SAN FRANCISCO,94110,832 Florida St
215,1425000,Condo/Co-op,2,1.5,San Francisco,94133,288 Union St #1
216,1695000,Single Family Residential,3,2.5,San Francisco,94121,834 30Th Ave
217,1198000,Condo/Co-op,3,2.0,San Francisco,94110,635 South Van Ness Ave Unit A
218,1050000,Condo/Co-op,2,1.0,San Francisco,94108,637 Powell St #301
219,1295000,Single Family Residential,6,4.0,San Francisco,94112,133 Jules Ave
220,499000,Condo/Co-op,1,1.0,San Francisco,94110,1385 - 1387 Hampshire St Unit 1387B
221,1987888,Condo/Co-op,3,2.0,San Francisco,94107,200 Brannan St #419
222,459000,Condo/Co-op,1,1.0,San Francisco,94110,1385 - 1387 Hampshire St Unit 1387A
223,1695000,Condo/Co-op,3,2.0,San Francisco,94131,567 27th St #3
224,2395000,Single Family Residential,3,3.0,San Francisco,94121,555 33rd Ave
225,1199000,Condo/Co-op,2,2.0,SAN FRANCISCO,94107,250 King St #500
226,4650000,Multi-Family (2-4 Unit),8,,San Francisco,94118,3877 - 3879 Jackson St
227,1095000,Condo/Co-op,1,1.0,San Francisco,94109,1895 Pacific Ave #206
228,678000,Condo/Co-op,1,1.0,San Francisco,94103,230 7th St Unit K3
229,3998888,Condo/Co-op,2,2.5,San Francisco,94105,188 Minna St Unit 36D
230,1395000,Single Family Residential,3,2.0,San Francisco,94112,916 Athens St
231,1398888,Condo/Co-op,2,2.0,San Francisco,94158,1000 3Rd St #314
232,1198000,Condo/Co-op,2,2.0,San Francisco,94102,555 Golden Gate Ave Unit 9G
233,828888,Condo/Co-op,1,1.0,San Francisco,94103,555 Golden Gate Ave Unit 10B
234,1450000,Single Family Residential,2,1.0,SAN FRANCISCO,94131,4231 26th St
235,1115000,Condo/Co-op,1,1.0,San Francisco,94123,135 Pixley St #1
236,850000,Condo/Co-op,1,1.0,San Francisco,94122,720 Moraga St #3
237,2525000,Condo/Co-op,2,2.0,San Francisco,94105,280 Spear St Unit 30A
238,2495000,Condo/Co-op,1,1.0,San Francisco,94133,288 Union St #3
239,998000,Condo/Co-op,2,2.0,San Francisco,94107,555 4th St #501
240,2800000,Multi-Family (5+ Unit),4,4.0,San Francisco,94110,3375 22nd St
241,535000,Condo/Co-op,1,1.0,San Francisco,94102,75 Lily St #5
242,4950000,Multi-Family (5+ Unit),0,,San Francisco,94117,1692 - 1698 Haight St
243,200000,Vacant Land,0,,San Francisco,94124,1699 Quint St
244,5495000,Condo/Co-op,2,2.5,San Francisco,94108,1170 Sacramento St Unit 14C
245,4095000,Multi-Family (5+ Unit),0,,San Francisco,94107,328 Pennsylvania Ave
246,680000,Condo/Co-op,2,2.0,San Francisco,94131,94 Malta Dr
247,849000,Single Family Residential,1,1.0,San Francisco,94114,4353 17th St
248,2895000,Multi-Family (2-4 Unit),7,5.0,San Francisco,94131,1824 Church St
249,1350000,Single Family Residential,2,1.0,San Francisco,94114,3966 18Th St #1
250,2495000,Condo/Co-op,2,2.5,San Francisco,94103,765 Market St Unit 30H
251,725000,Condo/Co-op,1,1.0,San Francisco,94103,140 S Van Ness Ave #428
252,549000,Condo/Co-op,1,1.0,San Francisco,94124,50 Jerrold Ave #206
253,3250000,Multi-Family (2-4 Unit),5,3.5,SAN FRANCISCO,94118,934 Lake St
254,1795000,Condo/Co-op,2,2.0,San Francisco,94109,1688 Pine St Unit E1211
255,430551,Condo/Co-op,1,1.0,San Francisco,94131,85 Ora Way Unit E207
256,6995000,Condo/Co-op,3,2.5,San Francisco,94108,875 California St Ph 2
257,598888,Condo/Co-op,1,1.0,San Francisco,94124,10 Innes Ct #201
258,3950000,Multi-Family (5+ Unit),0,,San Francisco,94109,2501 Van Ness Ave
259,2698000,Condo/Co-op,2,2.0,San Francisco,94109,1333 Jones St #1510
260,599000,Condo/Co-op,0,1.0,SAN FRANCISCO,94102,388 Fulton #504
261,1295000,Condo/Co-op,3,2.5,San Francisco,94117,1168 Fell St
262,2029000,Condo/Co-op,2,2.0,San Francisco,94105,338 Main St Unit 3G
263,1327000,Condo/Co-op,2,2.0,San Francisco,94107,554 Wisconsin St
264,1598000,Multi-Family (2-4 Unit),2,1.5,San Francisco,94114,4320 - 4322 18th St
265,950000,Single Family Residential,2,1.0,DALY CITY,94014,40 Acton St
266,2150000,Condo/Co-op,2,2.0,SAN FRANCISCO,94105,301 Main St Unit 35F
267,1899000,Single Family Residential,7,5.0,San Francisco,94112,920 Cayuga Ave
268,1180000,Condo/Co-op,0,1.0,San Francisco,94105,333 Beale St Unit 8F
269,3800000,Multi-Family (5+ Unit),0,,San Francisco,94109,565 Ellis St
270,1720000,Condo/Co-op,2,2.0,San Francisco,94105,201 Folsom St Unit 15F
271,1995000,Condo/Co-op,3,3.5,San Francisco,94133,594 Lombard St
272,1595000,Multi-Family (2-4 Unit),6,,San Francisco,94107,653 Kansas St
273,1395000,Single Family Residential,3,2.0,San Francisco,94122,611 Cayuga Ave
274,3995000,Single Family Residential,8,7.0,SAN FRANCISCO,94123,2665 Laguna St
275,1895000,Condo/Co-op,4,2.5,San Francisco,94115,2568 Sutter St
276,1088000,Condo/Co-op,2,2.0,San Francisco,94103,230 7th St Unit G8
277,995000,Condo/Co-op,2,2.0,San Francisco,94110,566 South Van Ness Ave #17
278,748000,Condo/Co-op,1,1.0,San Francisco,94103,230 7th St Unit B3
279,4250000,Multi-Family (5+ Unit),0,,San Francisco,94111,646 Washington St
280,2100000,Vacant Land,0,,San Francisco,94127,8 San Lorenzo Way
281,748000,Condo/Co-op,1,1.0,San Francisco,94103,230 7th St Unit D3
282,3295000,Single Family Residential,5,4.5,San Francisco,94121,2256 Cabrillo St
283,975000,Single Family Residential,6,3.0,San Francisco,94124,1189 Palou Ave
284,1173000,Condo/Co-op,2,2.0,San Francisco,94103,230 7th St Unit G5
285,699000,Condo/Co-op,1,1.0,San Francisco,94110,550 South Van Ness Ave #109
286,820000,Condo/Co-op,2,2.0,SAN FRANCISCO,94132,8200 Oceanview Ter #222
287,1695000,Multi-Family (2-4 Unit),2,,San Francisco,94110,626 - 628 Cortland Ave
288,699000,Condo/Co-op,2,1.0,San Francisco,94133,30 - 34A Wayne Pl Unit 32A
289,998950,Single Family Residential,3,1.0,San Francisco,94112,115 Ocean Ave
