SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Multi-Family (2-4 Unit),668 - 668B 29th St,San Francisco,CA,94131,1550000,3,2.0,San Francisco,2090,2848,1910,38,742,,Active,,,https://www.redfin.com/CA/San-Francisco/668-29th-St-94131/home/843808,San Francisco MLS,421591341,N,Y,37.7433549,-122.4348355
MLS Listing,,Condo/Co-op,435 China Basin St #322,San Francisco,CA,94158,1380000,2,2.0,San Francisco,1185,122891,2012,39,1165,863,Active,,,https://www.redfin.com/CA/San-Francisco/435-China-Basin-St-94158/unit-322/home/40629253,San Francisco MLS,421605957,N,Y,37.7718864,-122.3885728
MLS Listing,,Condo/Co-op,488 Folsom St #4106,San Francisco,CA,94105,1995000,2,2.0,San Francisco,1142,,2019,39,1747,1633,Active,,,https://www.redfin.com/CA/San-Francisco/488-Folsom-St-94105/unit-4106/home/169571688,San Francisco MLS,421607620,N,Y,37.7877451,-122.3945599
MLS Listing,,Condo/Co-op,488 Folsom #4801,San Francisco,CA,94105,5400000,3,3.0,San Francisco,2159,,2019,39,2501,1908,Active,,,https://www.redfin.com/CA/San-Francisco/488-Folsom-St-94105/unit-4801/home/147285114,San Francisco MLS,421607615,N,Y,37.7877451,-122.3945599
MLS Listing,,Condo/Co-op,3166 26th St #2,San Francisco,CA,94110,995000,2,2.0,San Francisco,1550,2328,2001,39,642,300,Active,,,https://www.redfin.com/CA/San-Francisco/3166-26th-St-94110/unit-2/home/997448,San Francisco MLS,421606980,N,Y,37.7495135,-122.4133224
MLS Listing,,Condo/Co-op,3651 Webster St,San Francisco,CA,94123,2491000,3,2.5,San Francisco,2100,2500,1934,39,1186,,Active,,,https://www.redfin.com/CA/San-Francisco/3651-Webster-St-94123/home/1268330,San Francisco MLS,421606932,N,Y,37.8044571,-122.4355927
MLS Listing,,Condo/Co-op,631 Ofarrell St #1705,San Francisco,CA,94109,425000,0,1.0,San Francisco,546,18438,,39,778,820,Active,,,https://www.redfin.com/CA/San-Francisco/631-O-Farrell-St-94109/unit-1705/home/1039518,San Francisco MLS,421607400,N,Y,37.7852037,-122.4151808
MLS Listing,,Condo/Co-op,555 Innes Ave #211,SAN FRANCISCO,CA,94124,498000,1,1.0,SAN FRANCISCO,603,,2016,40,826,469,Active,,,https://www.redfin.com/CA/San-Francisco/555-Innes-Ave-94124/unit-211/home/99819338,MLSListings,ML81868181,N,Y,37.7281082,-122.3692429
MLS Listing,,Vacant Land,970 Ashbury St,San Francisco,CA,94117,1500000,0,,San Francisco,,3602,,40,,,Active,,,https://www.redfin.com/CA/San-Francisco/970-Ashbury-St-94117/unit-V/home/110056719,San Francisco MLS,421607315,N,Y,37.764665,-122.445491
MLS Listing,,Condo/Co-op,2555 Leavenworth St #305,SAN FRANCISCO,CA,94133,799000,1,1.0,SAN FRANCISCO,672,,1961,40,1189,625,Active,,,https://www.redfin.com/CA/San-Francisco/2555-Leavenworth-St-94133/unit-305/home/1450496,MLSListings,ML81867778,N,Y,37.804693,-122.418709
MLS Listing,,Condo/Co-op,707 Capp St,San Francisco,CA,94110,1750000,4,2.0,San Francisco,2045,3262,1900,40,856,,Active,,,https://www.redfin.com/CA/San-Francisco/707-Capp-St-94110/home/1352425,San Francisco MLS,421607278,N,Y,37.7551041,-122.4173025
MLS Listing,,Multi-Family (2-4 Unit),1180 Clayton St,San Francisco,CA,94117,4800000,6,9.0,San Francisco,4320,2151,1928,40,1111,,Active,,,https://www.redfin.com/CA/San-Francisco/1180-Clayton-St-94117/home/1916774,San Francisco MLS,421607285,N,Y,37.7620647,-122.4466575
MLS Listing,,Condo/Co-op,875 California St #302,San Francisco,CA,94108,2395000,2,2.0,San Francisco,1430,,2020,40,1675,1841,Active,,,https://www.redfin.com/CA/San-Francisco/875-California-St-94108/unit-302/home/176963926,San Francisco MLS,421607112,N,Y,37.7918051,-122.4087206
